,Name,Year,Owner_Type,Seats,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Price
934,Honda Amaze SX i-VTEC,2014,Second,5,28246.0,Petrol,Manual,17.8,1198.0,86.7,4.94
935,Suzuki Wagon R LXI,2007,Second,5,65000.0,Petrol,Manual,18.9,998.0,67.1,1.25
936,Volkswagen Polo Diesel Comfortline 1.2L,2013,Second,5,68000.0,Diesel,Manual,22.07,1199.0,73.9,4.8
937,Ford Endeavour 2.2 Trend AT 4X2,2019,First,7,11209.0,Diesel,Automatic,12.62,2198.0,158.0,31.15
938,Hyundai i20 1.2 Sportz,2011,Second,5,41980.0,Petrol,Manual,17.0,1197.0,80.0,3.3
939,Chevrolet Beat Diesel PS,2012,First,5,65000.0,Diesel,Manual,25.44,936.0,57.6,2.4
940,Honda Civic 2010-2013 1.8 V MT,2010,First,5,38000.0,Petrol,Manual,14.8,1799.0,130.2,2.0
941,Suzuki Wagon R VXI BS IV,2014,First,5,51000.0,Petrol,Manual,20.51,998.0,67.04,3.1
942,Skoda Rapid 1.6 MPI Ambition Plus,2014,First,5,33855.0,Petrol,Manual,15.0,1598.0,103.6,5.09
943,Suzuki Baleno Vxi - BSIII,2006,Second,5,146000.0,Petrol,Manual,15.4,1590.0,94.0,1.05
944,Ford EcoSport 1.5 TDCi Titanium,2015,Second,5,47037.0,Diesel,Manual,22.77,1498.0,98.59,7.0
945,Hyundai Accent GLE,2010,Second,5,58000.0,Petrol,Manual,13.2,1495.0,94.0,2.5
946,BMW 5 Series 520d Luxury Line,2012,First,5,61240.0,Diesel,Automatic,22.48,1995.0,190.0,17.5
947,Suzuki Alto K10 2010-2014 VXI,2011,First,5,91211.0,Petrol,Manual,20.92,998.0,67.1,2.1
948,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,First,5,84000.0,Diesel,Automatic,15.73,1968.0,174.33,17.75
949,Toyota Corolla H4,2005,Second,5,67000.0,Petrol,Automatic,11.3,1794.0,125.0,2.45
950,Volvo XC60 D5,2011,First,5,106976.0,Diesel,Automatic,13.5,2400.0,215.0,13.8
951,Honda Jazz 1.5 VX i DTEC,2016,First,5,27210.0,Diesel,Manual,27.3,1498.0,98.6,5.85
952,Suzuki Ciaz 1.3 Alpha,2017,First,5,26322.0,Diesel,Manual,28.09,1248.0,88.5,8.9
953,Suzuki Swift VXI BSIV,2016,First,5,9107.0,Petrol,Manual,20.4,1197.0,81.8,5.15
954,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,First,5,63983.0,Diesel,Automatic,19.27,2143.0,170.0,16.56
955,Suzuki Wagon R VXI Minor,2010,Second,5,134000.0,Petrol,Manual,18.9,1061.0,67.0,1.65
956,Mercedes-Benz A Class A180 Sport,2015,First,5,11000.0,Petrol,Automatic,15.5,1595.0,120.7,16.0
957,Hyundai Santro Xing GL,2008,First,5,93000.0,Petrol,Manual,0.0,1086.0,62.0,1.45
958,Suzuki Swift Dzire AMT ZDI,2017,First,5,24852.0,Diesel,Automatic,26.59,1248.0,74.0,8.08
959,Hyundai Grand i10 AT Asta,2014,First,5,37632.0,Petrol,Automatic,18.9,1197.0,82.0,4.5
960,Nissan Sunny 2011-2014 XV Special Edition,2013,Second,5,55000.0,Petrol,Manual,16.95,1498.0,97.7,4.3
961,Suzuki A-Star Lxi,2010,First,5,81448.0,Petrol,Manual,19.0,998.0,66.1,2.6
962,Renault KWID RXT Optional,2018,First,5,1900.0,Petrol,Manual,25.17,799.0,53.3,4.45
963,Hyundai Verna 1.6 SX VTVT (O) AT,2012,First,5,54957.0,Petrol,Automatic,17.1,1591.0,121.4,5.37
964,Suzuki Wagon R LXI Minor,2008,Second,5,55000.0,Petrol,Manual,18.9,1061.0,67.0,1.75
965,BMW 3 Series 320d Sport Line,2013,First,5,21983.0,Diesel,Automatic,18.88,1995.0,184.0,16.5
966,BMW 5 Series 2003-2012 520d,2013,First,5,76000.0,Diesel,Automatic,18.48,1995.0,177.0,19.0
967,Tata Indigo CS eVX,2016,First,5,65000.0,Diesel,Manual,25.0,1396.0,69.01,2.8
968,Hyundai i20 Sportz 1.4 CRDi,2015,First,5,26000.0,Diesel,Manual,22.54,1396.0,88.73,6.2
969,Suzuki Omni E MPI STD BS IV,2019,First,8,11571.0,Petrol,Manual,16.8,796.0,34.2,3.8
970,Suzuki Swift ZDi,2014,First,5,81000.0,Diesel,Manual,25.2,1248.0,74.0,6.1
971,Ford Ecosport Signature Edition Diesel,2019,First,5,23154.0,Diesel,Manual,23.0,1498.0,98.96,11.65
972,Honda Brio VX AT,2014,First,5,26856.0,Petrol,Automatic,16.5,1198.0,86.8,4.15
973,Toyota Innova Crysta 2.4 GX MT,2017,First,7,67489.0,Diesel,Manual,13.68,2393.0,147.8,16.5
974,Mahindra Scorpio 2.6 LX,2008,Second,8,176000.0,Diesel,Manual,10.5,2179.0,120.0,4.3
975,Hyundai i20 1.2 Magna,2010,First,5,18000.0,Petrol,Manual,18.5,1197.0,80.0,2.25
976,Hyundai Verna 1.6 SX,2014,First,5,63003.0,Diesel,Manual,22.32,1582.0,126.32,6.75
977,Mahindra XUV500 W6 2WD,2014,First,7,80000.0,Diesel,Manual,15.1,2179.0,140.0,9.4
978,Volkswagen Vento 1.5 TDI Comfortline,2014,First,5,56658.0,Diesel,Manual,20.64,1498.0,108.5,5.39
979,Suzuki Swift Dzire VDI Optional,2019,First,5,18592.0,Diesel,Manual,26.59,1248.0,74.0,8.51
980,Tata Manza Aura Safire BS IV,2010,First,5,75695.0,Petrol,Manual,13.7,1368.0,88.8,1.85
981,Suzuki Swift VDI,2012,Second,5,82000.0,Diesel,Manual,22.9,1248.0,74.0,2.5
982,Volkswagen Polo Diesel Highline 1.2L,2013,First,5,60000.0,Diesel,Manual,22.07,1199.0,73.9,4.75
983,Honda City 1.5 V MT,2009,Second,5,138000.0,Petrol,Manual,17.0,1497.0,118.0,3.5
984,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2014,First,5,67000.0,Diesel,Manual,23.0,1396.0,90.0,5.5
985,Honda City 1.5 V MT,2012,First,5,42750.0,Petrol,Manual,17.0,1497.0,118.0,6.33
986,Chevrolet Beat Diesel,2014,First,5,52398.0,Diesel,Manual,25.44,936.0,57.6,2.47
987,Chevrolet Spark 1.0 LS,2014,First,5,36657.0,Petrol,Manual,16.2,995.0,62.1,3.3
988,Tata New Safari DICOR 2.2 EX 4x2,2011,Second,7,77000.0,Diesel,Manual,11.57,2179.0,138.1,3.5
989,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,First,7,85000.0,Diesel,Automatic,11.3,2987.0,254.8,38.75
990,BMW 5 Series 2003-2012 530d Highline,2008,First,5,112500.0,Diesel,Automatic,11.5,2993.0,235.0,7.99
991,Toyota Fortuner 2.8 4WD MT,2013,First,7,105072.0,Diesel,Manual,14.24,2755.0,174.5,13.28
992,BMW X1 sDrive 18i,2012,First,5,80000.0,Petrol,Automatic,11.25,1995.0,150.0,9.5
993,Renault Captur 1.5 Diesel Platine Mono,2019,First,5,3102.0,Diesel,Manual,20.37,1461.0,108.45,14.01
994,Hyundai Xcent 1.1 CRDi S,2016,First,5,14656.0,Diesel,Manual,24.4,1120.0,71.0,6.99
995,BMW 3 Series 320d,2010,Second,5,105000.0,Diesel,Automatic,13.2,1995.0,170.0,11.0
996,BMW 5 Series 2010-2013 525i,2008,Second,5,61000.0,Petrol,Automatic,10.8,2497.0,215.0,11.0
997,Nissan Micra XE,2010,Second,5,85046.0,Petrol,Manual,18.06,1198.0,75.0,2.3
998,Jaguar XF 2.2 Litre Luxury,2014,First,5,48000.0,Diesel,Automatic,16.36,2179.0,187.7,26.5
999,Land Rover Range Rover TDV8 (Diesel),2011,First,7,55000.0,Diesel,Automatic,10.2,4367.0,308.0,67.0
1000,Jeep Compass 1.4 Limited Option,2017,First,5,4000.0,Petrol,Automatic,16.0,1368.0,160.0,17.75
1001,Honda CR-V 2.4 AT,2010,Second,5,94000.0,Petrol,Automatic,10.1,2354.0,152.0,4.8
1002,Suzuki Swift VXI,2013,First,5,61110.0,Petrol,Manual,18.6,1197.0,85.8,4.57
1003,Hyundai Xcent 1.1 CRDi S,2016,First,5,80000.0,Diesel,Manual,24.4,1120.0,71.0,3.5
1004,Nissan Terrano XV Premium 110 PS,2015,First,5,43190.0,Diesel,Manual,19.01,1461.0,108.5,7.61
1005,Audi A4 35 TDI Technology,2015,First,5,45000.0,Diesel,Automatic,18.25,1968.0,187.74,25.0
1006,Hyundai Grand i10 Asta Option,2016,First,5,44178.0,Petrol,Manual,18.9,1197.0,82.0,5.88
1007,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,First,8,84415.0,Diesel,Manual,12.99,2494.0,100.6,13.5
1008,Hyundai i20 1.2 Magna,2015,First,5,35000.0,Petrol,Manual,18.5,1197.0,80.0,4.6
1009,Ford EcoSport 1.5 TDCi Titanium,2013,First,5,44000.0,Diesel,Manual,22.77,1498.0,98.59,4.9
1010,Honda City 1.5 S MT,2012,First,5,67635.0,Petrol,Manual,17.0,1497.0,118.0,5.25
1011,Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,First,5,18385.0,Petrol,Automatic,14.8,1497.0,121.36,12.41
1012,Volkswagen Polo Diesel Highline 1.2L,2014,First,5,35000.0,Diesel,Manual,22.07,1199.0,73.9,3.8
1013,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2010,First,5,49000.0,Diesel,Automatic,19.27,2143.0,170.0,8.95
1014,Ford Ecosport 1.5 DV5 MT Titanium,2013,First,5,69000.0,Diesel,Manual,22.7,1498.0,89.84,7.2
1015,Tata Indigo GLE,2017,First,5,23228.0,Petrol,Manual,14.4,1396.0,65.0,4.5
1016,Suzuki Swift Dzire LDI,2014,First,5,68462.0,Diesel,Manual,26.59,1248.0,74.0,4.15
1017,Suzuki S-Cross Zeta DDiS 200 SH,2016,First,5,74611.0,Diesel,Manual,25.1,1248.0,88.5,7.94
1018,Renault Duster 110PS Diesel RxZ Pack,2014,First,5,90000.0,Diesel,Manual,19.01,1461.0,108.45,7.25
1019,Suzuki Wagon R VXI,2016,First,5,22000.0,Petrol,Manual,18.9,998.0,67.1,3.7
1020,Hyundai Santro Xing GL,2010,First,5,58163.0,Petrol,Manual,0.0,1086.0,62.0,2.45
1021,Chevrolet Beat Diesel LT,2011,Third,5,109500.0,Diesel,Manual,25.44,936.0,57.6,1.5
1022,Mahindra XUV500 W4 1.99 mHawk,2017,First,7,13363.0,Diesel,Manual,16.0,1997.0,140.0,12.0
1023,Hyundai i10 Era 1.1,2012,Second,5,51000.0,Petrol,Manual,19.81,1086.0,68.05,2.2
1024,Tata New Safari DICOR 2.2 EX 4x4,2007,First,7,103000.0,Diesel,Manual,13.93,2179.0,138.0,3.6
1025,Hyundai i10 Sportz,2009,First,5,43002.0,Petrol,Manual,20.36,1197.0,78.9,1.92
1026,Toyota Innova Crysta 2.8 ZX AT,2016,First,7,108000.0,Diesel,Automatic,11.36,2755.0,171.5,20.5
1027,Skoda Laura Elegance MT,2010,First,5,82407.0,Diesel,Manual,17.5,1896.0,106.0,4.25
1028,Hyundai Grand i10 Sportz,2013,First,5,29000.0,Petrol,Manual,18.9,1197.0,82.0,3.2
1029,Suzuki Swift Dzire VDI,2014,First,5,45000.0,Diesel,Manual,23.4,1248.0,74.0,3.85
1030,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,First,5,93401.0,Diesel,Manual,23.0,1396.0,90.0,3.48
1031,Ford Figo 2015-2019 1.5D Trend MT,2017,Second,5,95802.0,Diesel,Manual,25.83,1498.0,99.0,4.55
1032,Suzuki Ertiga VDI,2016,First,7,130000.0,Diesel,Manual,25.47,1248.0,88.5,7.0
1033,Suzuki Ertiga ZDI,2013,First,7,67443.0,Diesel,Manual,20.77,1248.0,88.8,5.75
1034,Honda City 1.5 V AT Sunroof,2016,First,5,47681.0,Petrol,Automatic,16.8,1497.0,116.3,8.73
1035,Suzuki Alto LXi BSIII,2009,First,5,35000.0,Petrol,Manual,19.7,796.0,46.3,1.7
1036,Ford Endeavour 3.2 Titanium AT 4X4,2016,First,7,68000.0,Diesel,Automatic,10.91,3198.0,197.0,29.5
1037,Suzuki Vitara Brezza ZDi Plus,2019,First,5,34688.0,Diesel,Manual,24.3,1248.0,88.5,10.49
1038,Porsche Boxster S tiptronic,2015,First,2,10512.0,Petrol,Automatic,8.6,2706.0,265.0,64.0
1039,Suzuki Swift ZDi,2016,First,5,58000.0,Diesel,Manual,22.9,1248.0,74.0,7.55
1040,Tata Zest Revotron 1.2 XT,2014,First,5,40000.0,Petrol,Manual,17.57,1193.0,88.7,3.95
1041,Hyundai i20 1.2 Sportz Option,2010,Fourth & Above,5,61000.0,Petrol,Manual,17.0,1197.0,80.0,3.25
1042,Skoda Fabia 1.4 TDI Active,2009,First,5,86000.0,Diesel,Manual,19.4,1422.0,70.0,2.75
1043,Toyota Corolla Altis D-4D J,2015,First,5,45000.0,Diesel,Manual,21.43,1364.0,87.2,7.35
1044,Volkswagen Ameo 1.2 MPI Comfortline,2017,First,5,55000.0,Petrol,Manual,17.0,1198.0,73.75,4.7
1045,Hyundai Creta 1.6 VTVT S,2016,Second,5,36855.0,Petrol,Manual,15.29,1591.0,121.3,8.77
1046,Hyundai i10 Magna 1.2,2013,First,5,46821.0,Petrol,Manual,20.36,1197.0,78.9,3.42
1047,Chevrolet Beat LS,2015,First,5,120000.0,Petrol,Manual,18.6,1199.0,76.8,2.5
1048,Jaguar XF 3.0 Litre S Premium Luxury,2012,First,5,29000.0,Diesel,Automatic,14.74,2993.0,270.9,20.0
1049,Nissan Terrano XL,2014,First,5,40000.0,Petrol,Manual,13.24,1598.0,102.5,5.25
1050,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,Second,5,60000.0,Diesel,Automatic,15.73,1968.0,174.33,14.5
1051,Hyundai i10 Asta AT,2011,First,5,64984.0,Petrol,Automatic,16.95,1197.0,78.9,3.45
1052,Suzuki Alto K10 VXI AGS,2015,First,5,73204.0,Petrol,Automatic,24.07,998.0,67.1,3.3
1053,Audi Q7 4.2 TDI Quattro Technology,2014,First,7,50000.0,Diesel,Automatic,11.33,4134.0,335.2,51.0
1054,Suzuki Vitara Brezza VDi,2017,First,5,35000.0,Diesel,Manual,24.3,1248.0,88.5,6.5
1055,Hyundai EON D Lite Plus,2013,First,5,17729.0,Petrol,Manual,21.1,814.0,55.2,3.65
1056,Mahindra XUV300 W8 Diesel,2012,First,5,97000.0,Diesel,Manual,20.0,1497.0,115.0,7.25
1057,Hyundai Verna CRDi 1.6 SX Option,2014,First,5,89614.0,Diesel,Manual,22.0,1582.0,126.2,6.01
1058,Suzuki Wagon R VXI,2015,First,5,14000.0,Petrol,Manual,18.9,998.0,67.1,2.8
1059,Hyundai i20 Sportz Option,2012,First,5,50000.0,Petrol,Manual,17.0,1197.0,80.0,4.0
1060,Honda City i VTEC V,2014,First,5,62505.0,Petrol,Manual,17.4,1497.0,117.3,5.95
1061,Toyota Innova 2.5 V Diesel 7-seater,2011,Second,7,248000.0,Diesel,Manual,12.8,2494.0,102.0,9.2
1062,Hyundai Verna CRDi SX,2012,First,5,94900.0,Diesel,Manual,16.8,1493.0,110.0,5.35
1063,Tata Hexa XT,2017,First,7,55000.0,Diesel,Manual,17.6,2179.0,153.86,12.0
1064,Audi Q7 3.0 TDI Quattro Premium Plus,2015,Second,7,53735.0,Diesel,Automatic,12.07,2967.0,241.4,38.94
1065,Suzuki Wagon R VXI,2008,Second,5,53934.0,Petrol,Manual,18.9,998.0,67.1,2.69
1066,BMW 5 Series 2013-2017 525d Luxury Line,2013,Second,5,58500.0,Diesel,Automatic,17.09,1995.0,218.0,27.5
1067,Honda Amaze EX i-Vtech,2014,First,5,48000.0,Petrol,Manual,18.0,1198.0,86.7,2.75
1068,Suzuki Alto 800 2016-2019 LXI,2016,First,5,24000.0,Petrol,Manual,24.7,796.0,47.3,2.8
1069,Hyundai Verna 1.6 SX VTVT,2016,First,5,52001.0,Petrol,Manual,17.01,1591.0,121.3,6.45
1070,Tata Tiago 1.2 Revotron XZ,2018,First,5,9565.0,Petrol,Manual,23.84,1199.0,84.0,5.88
1071,Suzuki Swift LXI,2013,First,5,32953.0,Petrol,Manual,18.6,1197.0,85.8,4.65
1072,Hyundai EON Era,2014,First,5,18000.0,Petrol,Manual,21.1,814.0,55.2,2.5
1073,Mercedes-Benz E-Class E 220 d,2018,First,5,20446.0,Petrol,Automatic,12.6,1950.0,191.34,51.35
1074,Hyundai i20 Magna 1.4 CRDi,2016,First,5,33016.0,Diesel,Manual,22.54,1396.0,88.73,6.85
1075,Toyota Etios VD,2012,First,5,48000.0,Diesel,Manual,23.59,1364.0,67.05,5.25
1076,Toyota Corolla Altis Diesel D4DG,2014,First,5,72022.0,Diesel,Manual,21.43,1364.0,87.2,9.23
1077,Mini Cooper 5 DOOR D,2014,First,5,34000.0,Diesel,Automatic,20.7,1496.0,113.98,22.0
1078,Volkswagen Polo 1.5 TDI Highline,2014,First,5,69000.0,Diesel,Manual,20.14,1498.0,88.8,5.19
1079,Skoda Superb Elegance 1.8 TSI AT,2009,First,5,108000.0,Petrol,Automatic,13.7,1798.0,157.75,4.35
1080,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,First,5,34700.0,Diesel,Automatic,10.0,2148.0,170.0,24.5
1081,Suzuki Swift VDi BSIII W/ ABS,2015,First,5,79000.0,Diesel,Manual,17.8,1248.0,75.0,5.75
1082,Honda City i VTEC CVT VX,2016,First,5,58197.0,Petrol,Automatic,18.0,1497.0,117.3,9.19
1083,BMW 7 Series 2007-2012 740Li,2008,Second,5,66000.0,Petrol,Automatic,8.45,2979.0,321.0,10.75
1084,Hyundai i10 Magna AT,2009,First,5,60000.0,Petrol,Automatic,19.2,1197.0,80.0,2.99
1085,Suzuki Swift Dzire VDI,2014,First,5,57000.0,Diesel,Manual,26.59,1248.0,74.0,3.89
1086,Honda City i DTec VX,2018,First,5,45555.0,Diesel,Manual,26.0,1498.0,98.6,11.73
1087,Suzuki Omni 8 Seater BSIV,2016,First,5,55137.0,Petrol,Manual,14.0,796.0,35.0,3.11
1088,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,2014,Second,5,93325.0,Diesel,Manual,17.2,1968.0,138.1,14.45
1089,Suzuki Ertiga SHVS VDI,2018,First,7,38000.0,Diesel,Manual,24.52,1248.0,88.5,8.7
1090,Hyundai Grand i10 CRDi Magna,2016,First,5,57738.0,Diesel,Manual,24.0,1120.0,70.0,5.04
1091,Suzuki Ciaz VDi Plus SHVS,2017,First,5,38282.0,Diesel,Manual,28.09,1248.0,88.5,8.5
1092,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2014,First,5,64000.0,Diesel,Automatic,19.27,2143.0,170.0,15.65
1093,Fiat Avventura MULTIJET Emotion,2015,First,5,32000.0,Diesel,Manual,20.5,1248.0,91.72,5.65
1094,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,First,5,83000.0,Petrol,Automatic,10.93,2497.0,204.0,16.5
1095,Volkswagen Vento Petrol Highline,2012,First,5,67200.0,Petrol,Manual,15.04,1598.0,103.6,3.9
1096,BMW 3 Series 320d Luxury Line,2013,First,5,62655.0,Diesel,Automatic,18.88,1995.0,184.0,14.5
1097,BMW 5 Series 2013-2017 530d M Sport,2015,First,5,16900.0,Diesel,Automatic,14.69,2993.0,258.0,44.0
1098,Hyundai Grand i10 1.2 Kappa Magna,2017,First,5,8471.0,Petrol,Manual,18.9,1197.0,81.86,5.0
1099,Toyota Innova Crysta 2.8 ZX AT,2016,First,7,69000.0,Diesel,Automatic,11.36,2755.0,171.5,19.75
1100,Renault Duster 110PS Diesel RxZ AMT,2017,First,5,30090.0,Diesel,Automatic,19.6,1461.0,108.45,11.44
1101,Tata Indica Vista Aura 1.3 Quadrajet,2011,First,5,120000.0,Diesel,Manual,18.0,1248.0,75.0,1.75
1102,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,2016,First,5,35939.0,Petrol,Manual,12.3,1796.0,185.0,30.42
1103,Mahindra XUV500 W8 4WD,2013,First,7,116694.0,Diesel,Manual,15.1,2179.0,140.0,9.57
1104,Mahindra Bolero ZLX,2016,First,7,40448.0,Diesel,Manual,15.96,2523.0,62.1,3.5
1105,Suzuki Vitara Brezza ZDi,2018,First,5,64456.0,Diesel,Manual,24.3,1248.0,88.5,10.46
1106,Fiat Avventura MULTIJET Emotion,2014,First,5,52782.0,Diesel,Manual,20.5,1248.0,91.72,4.85
1107,Honda Amaze S Petrol,2016,First,5,51672.0,Petrol,Manual,19.5,1199.0,88.76,5.68
1108,Skoda Superb Elegance 1.8 TSI AT,2015,First,5,56073.0,Petrol,Automatic,13.7,1798.0,157.75,13.25
1109,Jaguar XF 3.0 Litre S Premium Luxury,2011,First,5,65000.0,Diesel,Automatic,14.74,2993.0,270.9,16.0
1110,Suzuki Wagon R VXI BSIII,2013,First,5,79000.0,Petrol,Manual,18.9,998.0,67.1,3.0
1111,Toyota Corolla Altis VL,2010,First,5,70200.0,Petrol,Automatic,14.53,1798.0,138.1,5.0
1112,Suzuki Swift VXi BSIV,2016,First,5,42000.0,Petrol,Manual,16.1,1197.0,85.0,4.75
1113,Volkswagen Polo 1.2 MPI Highline,2014,First,5,62000.0,Petrol,Manual,16.47,1198.0,74.0,5.35
1114,Hyundai Grand i10 1.2 Kappa Asta,2017,First,5,20000.0,Petrol,Manual,18.9,1197.0,81.86,5.98
1115,Suzuki SX4 ZDI,2011,Third,5,80000.0,Diesel,Manual,21.5,1248.0,88.8,3.5
1116,Hyundai Grand i10 1.2 Kappa Magna,2018,First,5,50234.0,Petrol,Manual,18.9,1197.0,81.86,4.77
1117,Suzuki Baleno Delta 1.2,2016,First,5,50003.0,Petrol,Manual,21.4,1197.0,83.1,5.45
1118,Tata Tigor 1.2 Revotron XTA,2018,First,5,1000.0,Petrol,Automatic,20.3,1199.0,84.0,6.85
1119,Suzuki Swift Dzire AMT ZDI,2016,First,5,54897.0,Diesel,Automatic,26.59,1248.0,74.0,7.3
1120,Tata Indica GLS BS IV,2007,First,5,108995.0,Petrol,Manual,15.3,1193.0,65.3,1.25
1121,Suzuki SX4 S Cross DDiS 320 Zeta,2015,First,5,73000.0,Diesel,Manual,22.7,1598.0,118.0,8.25
1122,Suzuki Swift VXI BSIII,2008,First,5,65000.0,Petrol,Manual,16.1,1298.0,88.2,2.71
1123,Hyundai Xcent 1.2 Kappa SX,2016,First,5,32000.0,Petrol,Manual,19.1,1197.0,82.0,3.6
1124,Hyundai i20 1.2 Magna,2010,First,5,65000.0,Petrol,Manual,18.5,1197.0,80.0,3.0
1125,Suzuki Celerio VXI AT,2016,First,5,21600.0,Petrol,Automatic,23.1,998.0,67.04,4.65
1126,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2010,First,5,39000.0,Diesel,Automatic,14.84,2143.0,170.0,9.5
1127,Suzuki Swift Dzire VXi,2011,First,5,58075.0,Petrol,Manual,17.5,1298.0,85.8,2.95
1128,Volkswagen Vento Petrol Trendline,2011,First,5,58000.0,Petrol,Manual,15.04,1598.0,103.6,3.0
1129,Suzuki Swift ZDi,2015,First,5,58000.0,Diesel,Manual,25.2,1248.0,74.0,5.95
1130,Toyota Corolla Altis VL,2008,First,5,89000.0,Petrol,Automatic,14.53,1798.0,138.1,4.0
1131,Honda Civic 2006-2010 1.8 V MT,2008,First,5,72000.0,Petrol,Manual,13.5,1799.0,130.0,2.5
1132,Ford EcoSport 1.5 Ti VCT AT Titanium BE,2017,First,5,1800.0,Petrol,Automatic,16.05,1499.0,110.4,11.37
1133,Fiat Linea Emotion Pack (Diesel),2010,Second,5,172050.0,Diesel,Manual,19.0,1248.0,93.0,2.25
1134,Hyundai i10 Era,2013,First,5,46230.0,Petrol,Manual,19.81,1086.0,68.05,3.1
1135,Volvo XC60 D5 Inscription,2014,First,5,86925.0,Diesel,Automatic,11.2,2400.0,215.0,17.18
1136,Hyundai i20 1.2 Asta,2018,First,5,5000.0,Petrol,Manual,18.6,1197.0,81.83,6.5
1137,Honda City i DTEC S,2014,First,5,66000.0,Diesel,Manual,26.0,1498.0,98.6,5.7
1138,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,First,8,119000.0,Diesel,Manual,12.99,2494.0,100.0,8.0
1139,Renault KWID RXT,2016,First,5,45000.0,Petrol,Manual,25.17,799.0,53.3,2.6
1140,Suzuki A-Star Vxi,2009,First,5,66149.0,Petrol,Manual,19.0,998.0,66.1,2.45
1141,Mercedes-Benz B Class B180,2014,First,5,42070.0,Petrol,Automatic,14.8,1595.0,120.7,11.57
1142,Suzuki Wagon R LXI BS IV,2012,First,5,35503.0,Petrol,Manual,18.9,998.0,67.1,2.3
1143,Suzuki Swift VDI BSIV,2016,First,5,41460.0,Diesel,Manual,25.2,1248.0,74.0,5.9
1144,Hyundai Verna VTVT 1.6 AT SX Option,2015,First,5,40600.0,Petrol,Automatic,17.0,1591.0,121.3,7.2
1145,Hyundai Verna CRDi 1.6 AT SX Option,2013,First,5,87000.0,Diesel,Automatic,22.0,1582.0,126.2,5.9
1146,Honda City V MT,2014,Second,5,30000.0,Petrol,Manual,16.8,1497.0,116.3,6.0
1147,Hyundai i10 Magna Optional 1.1L,2010,First,5,27089.0,Petrol,Manual,16.0,1086.0,66.7,1.95
1148,Toyota Etios GD SP,2016,First,5,53702.0,Diesel,Manual,23.59,1364.0,67.04,6.55
1149,Volvo S60 D4 Momentum,2015,First,5,51000.0,Diesel,Automatic,27.03,1969.0,190.0,25.0
1150,Ford Figo Diesel EXI,2012,First,5,36542.0,Diesel,Manual,20.0,1399.0,68.05,2.65
1151,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,2017,First,5,15000.0,Diesel,Automatic,13.0,2987.0,265.0,69.5
1152,BMW 3 Series 320d Luxury Line,2012,First,5,65000.0,Diesel,Automatic,22.69,1995.0,190.0,14.0
1153,Suzuki Alto 800 VXI,2014,Second,5,32000.0,Petrol,Manual,22.74,796.0,47.3,2.1
1154,Toyota Innova Crysta 2.4 VX MT,2017,First,7,24393.0,Diesel,Manual,13.68,2393.0,147.8,20.4
1155,Volkswagen Polo 1.0 MPI Trendline,2019,First,5,1000.0,Petrol,Manual,18.78,999.0,75.0,5.68
1156,Nissan Terrano XL,2014,First,5,28238.0,Petrol,Manual,13.24,1598.0,102.5,5.55
1157,Mitsubishi Pajero Sport 4X4,2013,First,7,59000.0,Diesel,Manual,13.5,2477.0,175.56,12.75
1158,Honda Civic 2010-2013 1.8 S MT,2012,Second,5,92000.0,Petrol,Manual,14.8,1799.0,130.2,3.35
1159,Suzuki Alto 800 LXI,2013,First,5,56840.0,Petrol,Manual,22.74,796.0,47.3,1.55
1160,Volkswagen Vento Diesel Highline,2013,Second,5,62746.0,Diesel,Manual,20.54,1598.0,103.6,5.9
1161,Land Rover Freelander 2 HSE,2012,First,5,96000.0,Diesel,Automatic,12.35,2179.0,187.74,18.98
1162,Honda CR-V 2.0L 2WD MT,2014,First,5,24000.0,Petrol,Manual,13.7,1997.0,153.86,11.51
1163,Suzuki Ertiga VDI,2016,First,7,54000.0,Diesel,Manual,20.77,1248.0,88.76,7.75
1164,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,First,7,90000.0,Diesel,Manual,12.99,2494.0,100.6,13.9
1165,Tata Manza Aura Safire,2010,First,5,40000.0,Petrol,Manual,15.0,1368.0,90.0,1.35
1166,Audi Q7 35 TDI Quattro Premium Plus,2015,Second,7,65938.0,Diesel,Automatic,12.07,2967.0,241.4,38.0
